,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
1009,QGTvT3wucl1UKZgxTRGStQ,Hotel De L'eau Vive,315 Tchoupitoulas St,New Orleans,CA,70130,29.949712,-90.0669215,2.5,28,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Event Planning & Services, Hotels, Hotels & Travel",
1042,Ouiw1DmBI-CFd2FEvC0jow,Advantage Rent A Car,5405 Airport Service Rd,Tampa,PA,33607,27.9636625,-82.5347651,1.5,14,1,,"Car Rental, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
1045,9Bf4mhvCmA6sv0hpwi3jDw,Quality Inn & Suites Near St. Louis And I-255,1607 Pontiac Drive,Cahokia,FL,62206,38.555865,-90.164445,3.0,14,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Hotels, Home Services, Home Cleaning","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1054,euVGpCtxxUR3RPazHvwXBA,Econo Lodge,100 Mcintosh Plz,Newark,FL,19713,39.6751633,-75.6817275,2.0,13,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1111,6Bos3UU5heFlqySLcYvwnw,Budget Car Rental,1324 Arch St,Philadelphia,AZ,19107,39.9541791,-75.1624335,2.0,12,1,,"Hotels & Travel, Automotive, Car Rental, Truck Rental",
1133,gzlxuD-EyJp6cKUH_4wh-Q,The Bungalows,12321 Gulf Blvd,Treasure Island,TN,33706,27.7789477,-82.7796857,4.0,13,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Bed & Breakfast, Hotels & Travel","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
1149,mM8Jvmy2_VuXWLjm0IWb6w,The Harney House Inn,345 N East St,Indianapolis,AZ,46202,39.7725441,-86.1484992,5.0,8,1,"{'WiFi': ""u'free'""}","Hotels & Travel, Bed & Breakfast","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1161,xTcttgI_Mbtwpzavj4lJ3Q,TownePlace Suites Tampa North/I-75 Fletcher,6800 Woodstork Rd,Tampa,AZ,33637,28.0675319,-82.3719047,2.5,13,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1177,8QgzKWIcQovs1akgW_FSfw,Lutz Mail Depot - FedEx,18801 N Dale Mabry Hwy,Lutz,ID,33548,28.1453468023,-82.495735664,4.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'""}","Hotels & Travel, Couriers & Delivery Services, Passport & Visa Services, Post Offices, Local Services, Public Services & Government, Travel Services, Mailbox Centers","{'Monday': '9:0-15:30', 'Tuesday': '9:0-15:30', 'Wednesday': '9:0-15:30', 'Thursday': '9:0-15:30', 'Friday': '9:0-14:0'}"
1214,1KnmkIFa2gVwK4DavsqECA,Safari Inn Downtown,1070 W Grove St,Boise,FL,83702,43.6167386,-116.2070272,3.5,26,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1243,ZdHf2EkMQPV2OBNgGhMAKQ,Americas Best Value Inn Nashville Downtown,2403 Brick Church Pike,Nashville,AZ,37207,36.2096512,-86.7777406728,2.0,28,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1244,QWu2E4Qo5ewNe0YLoHpP7A,Thriller Clearwater,"23 Causeway Blvd, Slip 7",Clearwater Beach,IN,33767,27.9769423,-82.8273445,4.5,21,1,{'GoodForKids': 'True'},"Event Planning & Services, Hotels & Travel, Boat Charters, Tours, Active Life, Boating",
1248,FppJo5aymUsfOg68uTOipw,The Inn at The Union League,1450 Sansom,Philadelphia,FL,19103,39.9502330538,-75.1651874081,3.5,19,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels",
1298,s2SoiyZzBwzaxxXCXqJ56g,The Tuxon Hotel,960 S Fwy,Tucson,IN,85745,32.210012,-110.980723,4.0,56,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Tours, Bikes, Shopping, Hotels, Sporting Goods","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1330,sway6xsRT_CUC6peK_Pyww,Bobby Hotel,230 4th Ave N,Nashville,PA,37219,36.1647114553,-86.7793040316,3.5,178,1,"{'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'HasTV': 'False', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Hotels, Restaurants, Cocktail Bars, Event Planning & Services, Lounges, Hotels & Travel, Bars, Nightlife","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
1561,LV61BcSaXlWsFR7_BJHJ9g,Super 8 Nashville Airport,720 Royal Pkwy,Nashville,PA,37214,36.1451283,-86.66477,3.5,12,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Travel Services, Airports, Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1599,qluIWCzDpeZfddykm_2gYg,North American Motor Inns,4444 City Ave,Philadelphia,MO,19131,40.0031369,-75.2213329,1.0,25,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'""}","Hotels, Event Planning & Services, Hotels & Travel, Caterers",
1608,E-iR_Q_r2Kz96daIZtEukQ,Hilton Garden Inn St Pete Beach,6100 Gulf Blvd,St Pete Beach,FL,33706,27.7326910656,-82.7468123435,4.5,11,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1626,4pulWN3dexQJ6BkEkFbwpw,Grand Shores West Resort,17350 Gulf Blvd,North Redington Beach,TN,33708,27.8219254,-82.8274979,2.5,12,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels",
1637,Zm8mlFu3n7xvcGuxDYZomw,Home2 Suites by Hilton Ridley Park Philadelphia Airport South,145 Stewart Ave,Ridley Park,MO,19078,39.8698840234,-75.3193918138,4.0,6,1,,"Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1642,O2fe1BV4DCUxDvDJXQa2GQ,Antique Limousine of Indianapolis,,Indianapolis,IN,46254,39.8494377,-86.2666463,5.0,8,1,{'BusinessAcceptsCreditCards': 'True'},"Transportation, Limos, Hotels & Travel, Party Bus Rentals, Event Planning & Services","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
1660,4fXSqfv3O8_j45f8PKg_CA,Magnuson Hotel,2401 Brick Church Pike,Nashville,AZ,37207,36.209203,-86.777134,1.5,5,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'""}","Event Planning & Services, Hotels & Travel, Hotels",
1678,pHVwNKCJKnKJ2gHRwYli1Q,Volare Helicopters,9698 W Tucson-Ajo Hwy,Tucson,LA,85735,32.136253686,-111.1698268333,5.0,8,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Tours, Real Estate Services, Flight Instruction, Real Estate, Home Services, Specialty Schools, Event Planning & Services, Education, Photographers, Aerial Tours, Real Estate Photography","{'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
1725,OPiBkXv9gHRoNv8lvdzPQg,Greyhound Bus Lines,538 Fellowship Road,Mount Laurel,FL,08054,39.9318045454,-74.9575270934,2.0,33,1,,"Hotels & Travel, Public Transportation, Transportation","{'Monday': '5:0-21:30', 'Tuesday': '5:0-21:30', 'Wednesday': '5:0-21:30', 'Thursday': '5:0-21:30', 'Friday': '5:0-21:30', 'Saturday': '7:30-21:30', 'Sunday': '7:30-21:30'}"
1764,RqeokGq-qSYlk7WA4WF6sA,Enterprise Rent-A-Car,5718 S Lindbergh,Saint Louis,AZ,63123,38.5237346241,-90.3505216093,3.0,29,1,,"Car Dealers, Hotels & Travel, Automotive, Car Rental","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-18:0', 'Saturday': '9:0-12:0', 'Sunday': '10:0-14:0'}"
1803,joziEnj1kVdr6uUAE6kXog,American Airlines Admirals Club,10701 Lambert International Blvd,Saint Louis,FL,63044,38.742129,-90.364595,3.5,25,1,"{'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}""}","Hotels & Travel, Nightlife, Airports, Travel Services, Bars, Airport Lounges","{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '5:0-19:30', 'Sunday': '5:0-20:0'}"
1895,F6lNQPwg4gyg76wNyimxjQ,Ride The Ducks,6th and Market Streets,Philadelphia,FL,19106,39.950968,-75.150328,3.5,83,0,,"Tours, Local Flavor, Hotels & Travel",
1897,AAFofLiyt_K1Ar_eEuVc7g,Crowne Plaza Hotel Philadelphia Downtown,1800 Market St,Philadelphia,NV,19103,39.9528337,-75.1703455,3.0,59,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",
1901,j0tHKpa2I2pj3uuxCmrgWw,Union Bank Inn,10053 Jasper Avenue NW,Edmonton,AZ,T5J 1S5,53.540986,-113.492287,4.5,16,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}","Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1949,1xvSSohE0kOmd85nNyyhuQ,House of Trepidation,1929 S Meridian St,Indianapolis,AB,46225,39.741469,-86.15701,2.5,6,0,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForKids': 'False', 'GoodForDancing': 'False', 'RestaurantsReservations': 'None', 'NoiseLevel': ""u'very_loud'"", 'WiFi': ""u'no'""}","Shopping, Arts & Entertainment, Active Life, Travel Services, Hotels & Travel, Nightlife, Haunted Houses, Performing Arts","{'Friday': '19:0-22:0', 'Saturday': '19:0-22:0'}"
1954,XhEmAAc8L2gC3nOUTJHtYA,Hidden History Tours,,New Orleans,TN,70151,29.95,-90.08,5.0,42,1,,"Historical Tours, Arts & Entertainment, Tours, Hotels & Travel, Cultural Center","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
1981,2oav5QoWgnvTI2gO5xFMjw,Kimpton Hotel Monaco Philadelphia,433 Chestnut St,Philadelphia,IN,19106,39.9491236494,-75.1488953439,4.0,499,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels, Wedding Planning","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2017,PHa__dszwtpRaSEx1CYgNg,Enterprise Rent-A-Car,"5959 Hollister Ave, Ste B",Goleta,IN,93117,34.4358628,-119.829997,3.5,43,1,,"Car Rental, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30'}"
2019,p7RzIdqbVGD-qaqPx2WRtw,Fretz RV,3479 Bethlehem Pike,Souderton,FL,18964,40.3185418,-75.3031801,3.0,52,1,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True'}","RV Parks, Car Dealers, RV Dealers, RV Repair, Hotels & Travel, Auto Repair, RV Rental, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-16:0'}"
2072,xjF8NZZ2WIk3A2sW3nXyhA,Lambert International Airport Cell Phone Lot Terminal 2,9896 Air Cargo Rd,Berkeley,TN,63134,38.7342845497,-90.3488927116,4.0,13,1,"{'BusinessAcceptsCreditCards': 'False', 'WiFi': ""u'no'""}","Automotive, Parking, Airports, Hotels & Travel",
2084,XIhYNbFGpBLLnQ44uoO4_w,Microtel Inn & Suites by Wyndham West Chester,500 Willowbrook Lane,West Chester,AB,19382,39.9433369,-75.5862979,1.5,47,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel",
2098,TpOw5V8QyJBc1zkI8YxGfg,Red Roof Inn & Suites Mt Holly - McGuire AFB,2015 Burlington Mt Holly Rd,Mount Holly,AZ,08060,40.0283066507,-74.8182848498,2.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-23:59', 'Saturday': '0:0-23:59', 'Sunday': '0:0-23:59'}"
2145,pf4hV73PkEyNAhADEaNLXQ,Larmon Photo,1621 Old York Rd,Abington,ID,19001,40.1298551,-75.1160897,3.0,9,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True'}","Digitizing Services, Hotels & Travel, Photography Stores & Services, Shopping, Passport & Visa Services, Local Services, Printing Services, Travel Services, Professional Services","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-17:0'}"
2147,KBDlQpRaxMDTGcZwp2HLEw,Courtyard by Marriott Reno,6855 South Virginia Street,Reno,NV,89511,39.4643314887,-119.7849038243,3.0,105,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2154,wCrh_VwxVc65OGFzxHn5uA,Staybridge Suites - Franklin,3601 Mallory Ln,Franklin,NV,37067,35.9389286557,-86.8223989264,5.0,5,1,,"Hotels, Hotels & Travel, Event Planning & Services",
2171,3fbs9KdaFicfb1Lj7Znq-g,Walkin' Nashville - Music City Legends Tour,5th Ave & Union,Nashville,TN,37219,36.1645233,-86.7810525,5.0,21,1,,"Hotels & Travel, Tours, Local Flavor","{'Tuesday': '10:30-12:0', 'Wednesday': '10:30-12:0', 'Thursday': '10:30-12:0', 'Friday': '10:30-12:0', 'Saturday': '10:30-12:0'}"
2176,i5_36USdvJ8InY-z6KCH7w,Super 8 by Wyndham Pontoon Beach IL/St. Louis MO Area,"4141 Timberlake Drive, I-270 Exit 6A-B/Highway 111",Pontoon Beach,NJ,62040,38.746866,-90.073342,3.0,9,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2209,cxupofYLq46bxBHpKyFwsQ,Wyndham New Orleans - French Quarter,124 Royal Street,New Orleans,LA,70130,29.953713,-90.068526,3.0,266,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2213,NKfJxQ5JkmuQTBm-9gTNsw,Shallow Point Charters,3213 W Oakellar Ave,Tampa,IN,33611,27.896338,-82.497927,3.5,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True'}","Event Planning & Services, Active Life, Fishing, Tours, Boat Charters, Boat Repair, Amusement Parks, Hotels & Travel, Professional Services, Boating","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
2241,yQXjZFhX9AE3e6tIo3r6gQ,Belleview Biltmore Resort & Spa,25 Belleview Blvd,Belleair,FL,33756,27.94369,-82.809662,3.0,6,0,{'RestaurantsPriceRange2': '4'},"Event Planning & Services, Hotels & Travel, Hotels",
2249,tH10ZuH28GrccqTZ6TTl7A,Carnival Cruise Lines,651 Channelside Dr,Tampa,CA,33602,27.9437745,-82.4458698,2.5,173,1,"{'GoodForKids': 'True', 'WiFi': ""u'paid'""}","Hotels & Travel, Tours, Arts & Entertainment",
2260,pAgtmlIGqFYaWdBoCUeitw,Holiday Inn Nashville-Vanderbilt,2613 West End Ave,Nashville,DE,37203,36.1448682715,-86.8110662472,3.5,105,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Fashion, Event Planning & Services, Venues & Event Spaces, Hotels, Shopping, Hotels & Travel, Women's Clothing","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2269,xvdsyHdYsEbm_Cqs0BgdEw,DoubleTree Suites by Hilton Hotel Nashville Airport,2424 Atrium Way,Nashville,TN,37214,36.159844716,-86.689278864,3.0,64,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2345,YPekg_V_Ds24fo-ecpwSRQ,Residence Inn Wilmington Newark/Christiana,240 Chapman Road,Newark,MO,19702,39.667356,-75.681624,3.5,11,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels, Hotels & Travel",
2365,hkh5iyDeGLNhu-JUQFRE1Q,Royal Sonesta New Orleans,300 Bourbon St,New Orleans,MO,70130,29.9557609,-90.0678872,3.5,492,1,"{'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'DogsAllowed': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'""}","Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Bed & Breakfast","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2373,GhBVWW32PVRmBwetZWIHnA,Hampton Inn St. Louis/Sunset Hills,1580 South Kirkwood Rd,Saint Louis,ID,63127,38.556696,-90.406313,2.5,30,0,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Bed & Breakfast, Event Planning & Services, Hotels & Travel",
2400,1VsI7RN1gQ4WMqOkUjknDw,Hertz Rent A Car,219 North Center St,Reno,FL,89501,39.5276141,-119.8124754,1.5,8,0,,"Car Rental, Hotels & Travel","{'Monday': '13:0-16:0', 'Tuesday': '13:0-16:0', 'Wednesday': '13:0-16:0', 'Thursday': '13:0-16:0', 'Friday': '13:0-16:0', 'Saturday': '9:0-12:0'}"
